title,prefecture,review_count,checkin_month,checkin_day,checkout_month,checkout_day,restaurant,pool,airport_shuttle,beach,parking,24-hour_front_desk,laundry,garden,heating,daily_housekeeping,facilities_for_disabled_guests,family_rooms,tea/coffee_maker_in_all_rooms,bar,spa,fitness_center,room_service,baggage_storage,air_conditioning,terrace,hot_spring_bath,elevator,designated_smoking_area,skiing,price
Daiwa Roynet Hotel Hiroshima-ekimae,Hiroshima,1252.0,10,6,10,11,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40198.0
hotel androoms Shin-Osaka,Osaka,2700.0,11,24,11,29,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,35026.0
GRAND HOSTEL LDK Osaka Shinsaibashi - Former The Stay OSAKA Shinsaibashi,Osaka,3496.0,10,6,10,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,36212.0
Hotel Tokyo Trip Ueno Nishi Nippori,Tokyo,3008.0,12,1,12,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,43621.0
Hotel Wing International Premium Kyoto Sanjo,Kyoto,2340.0,12,8,12,13,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23161.0
Sunstay Kaseda,Kagoshima,330.0,12,1,12,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19301.0
Sotetsu Fresa Inn Tokyo-Akasaka,Tokyo,2869.0,12,1,12,6,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,34410.0
Nichinankaigan Nango Prince Hotel,Miyazaki,146.0,12,1,12,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24247.0
Comfort Inn Nagoya Sakae,Aichi,1340.0,12,1,12,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19687.0
Hotel Monterey Le Frere Osaka,Osaka,2797.0,12,1,12,6,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,60398.0
MB GALLERY CHATAN by THE TERRACE HOTELS,Okinawa,363.0,12,1,12,6,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,76741.0
ALPHABED INN 小樽駅前,Hokkaido,241.0,12,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
M's Hotel Nijojo Oike,Kyoto,1092.0,12,8,12,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22078.0
Hotel New Green Kashiwazaki,Niigata,504.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26636.0
Hotel Monterey Lasoeur Ginza,Tokyo,3105.0,12,1,12,6,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,59949.0
"Mandarin Oriental, Tokyo",Tokyo,572.0,12,8,12,13,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,213702.0
Grand Prince Hotel Osaka Bay,Osaka,819.0,12,8,12,13,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,46249.0
Tmark City Hotel Sapporo Odori,Hokkaido,2453.0,12,1,12,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30630.0
与那国むんぶステイ祖納,Okinawa,128.0,12,1,12,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel JAL City Tokyo Toyosu,Tokyo,6156.0,12,1,12,6,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,93789.0
Grand Cabin Hotel Naha Oroku,Okinawa,2348.0,12,8,12,13,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18240.0
DEL style Osaka-Shinsaibashi by Daiwa Roynet Hotel,Osaka,1011.0,12,1,12,6,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,53951.0
Sakura Cross Hotel Ueno Okachimachi,Tokyo,1241.0,12,1,12,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,36212.0
R Hotel Honmachi,Osaka,1753.0,11,3,11,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,32602.0
Tokyo K,Tokyo,53.0,10,6,10,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,36212.0
Hotel Alza Kyoto,Kyoto,1322.0,11,24,11,29,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,153537.0
Class The First クラス ザ ファースト プライベートプール&サウナ,Okinawa,16.0,11,3,11,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Gion Misen Furumonzen,Kyoto,754.0,11,3,11,8,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,81713.0
Richmond Hotel Premier Tokyo Schole,Tokyo,624.0,11,3,11,8,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,79107.0
Smart Place Inn Kyoto Shijo Omiya Station,Kyoto,507.0,10,6,10,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38418.0
Henn na Hotel Tokyo Haneda,Tokyo,5491.0,11,24,11,29,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31146.0
Hotel The M's Kyoto,Kyoto,4427.0,11,10,11,15,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54862.0
KOKO HOTEL Residence Kyoto Nijo Castle,Kyoto,349.0,11,10,11,15,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,106700.0
Hotel Monte Hermana Fukuoka,Fukuoka,1332.0,11,24,11,29,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37830.0
Toyoko Inn Fujisan Otsuki-eki,Yamanashi,774.0,11,10,11,15,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23914.0
Hotel Route-Inn Koka Minakuchi -Kokudo 1 gou-,Shiga,507.0,11,10,11,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20556.0
Libre Garden Hotel,Okinawa,1552.0,11,10,11,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18848.0
The Rise Osaka Kitashinchi,Osaka,3216.0,11,24,11,29,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,29261.0
Loisir Hotel Classic Garden Kyoto Sanjo,Kyoto,522.0,11,10,11,15,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73306.0
Stay SAKURA Kyoto Kiyomizu Gojo,Kyoto,913.0,11,10,11,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41645.0
Forest Hongo by unito,Tokyo,1114.0,11,24,11,29,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,28238.0
APB高円寺,Tokyo,238.0,11,10,11,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,74426.0
Shin-Osaka Station Hotel,Osaka,1287.0,11,10,11,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,46855.0
M's Hotel Gojo Naginatagiri,Kyoto,1544.0,11,10,11,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32889.0
Hotel Resol Trinity Kanazawa,Ishikawa,1250.0,12,29,1,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25283.0
Hakone Kowakien Hotel,Kanagawa,479.0,11,24,11,29,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,118123.0
hotel MONday KYOTO MARUTAMACHI,Kyoto,1941.0,11,24,11,29,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69639.0
Hotel Monterey Kyoto,Kyoto,2552.0,12,29,1,3,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87481.0
The Royal Park Hotel Iconic Tokyo Shiodome,Tokyo,7152.0,11,10,11,15,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,91927.0
Daiwa Roynet Hotel KOBE-SANNOMIYA PREMIER,Hyogo,5719.0,11,10,11,15,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38143.0
Comfort Hotel Sapporo Susukino,Hokkaido,2021.0,11,10,11,15,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20073.0
b&天下茶屋店,Osaka,872.0,11,10,11,15,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,30646.0
料理旅館ゆり野,Tokushima,15.0,11,10,11,15,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25478.0
DEL style Osaka Higashi Temma by Daiwa Roynet Hotel,Osaka,2122.0,11,10,11,15,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,52589.0
Hotel Art Stay Naha Kokusai-Dori,Okinawa,1757.0,10,27,11,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31949.0
Hotel Imagine Kyoto,Kyoto,866.0,12,22,12,27,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,88682.0
Smart Place Inn Kyoto Nijojo-mae Station,Kyoto,434.0,10,27,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35857.0
One Suite THE GRAND,Okinawa,51.0,11,17,11,22,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,163848.0
Hotel Oriental Express Osaka Shinsaibashi,Osaka,1125.0,10,27,11,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,31706.0
Hotel Wing International Select Osaka Umeda,Osaka,3098.0,12,22,12,27,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,21656.0
Coral Palace Onna by Sunset Avenue,Okinawa,759.0,10,27,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43439.0
Toyoko Inn Osaka Yodoyabashi-eki Minami,Osaka,728.0,10,27,11,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23914.0
Hotel M's Est Shijo Karasuma,Kyoto,3370.0,12,22,12,27,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20437.0
Toyoko Inn Tsushima Hitakatsu,Nagasaki,180.0,11,17,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23914.0
Five Hotel Osaka,Osaka,1664.0,12,22,12,27,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,28849.0
Hotel Chinzanso Tokyo,Tokyo,775.0,10,27,11,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,101434.0
Doutonbori Crystal Exe,Osaka,894.0,10,27,11,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,53515.0
Hotel Alpha-One Miyoshi,Hiroshima,165.0,10,27,11,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27022.0
KOKO HOTEL Residence Asakusa Kappabashi,Tokyo,1628.0,10,27,11,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,79479.0
ICI HOTEL Ueno Shin Okachimachi,Tokyo,2182.0,10,27,11,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,45541.0
Minamo,Fukuoka,39.0,10,27,11,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95892.0
Smart Place Inn Nijojo Horikawa,Kyoto,157.0,10,27,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36396.0
Hotel Wing International Premium Tokyo Yotsuya,Tokyo,4586.0,10,27,11,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,54045.0
Tokyu Stay Suidobashi,Tokyo,1792.0,10,27,11,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,40193.0
若 京都河原町ホテル Waka Kyoto Kawaramachi Hotel,Kyoto,690.0,10,27,11,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42802.0
BnA Alter Museum,Kyoto,1052.0,12,8,12,13,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,62716.0
Hotel Ohta,Ehime,308.0,12,8,12,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25478.0
Fauchon Hotel Kyoto,Kyoto,365.0,12,8,12,13,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,85639.0
AB Hotel Igaueno,Mie,99.0,10,27,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28257.0
Toyoko Inn Osaka Bentencho,Osaka,986.0,10,27,11,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,19253.0
Toyoko Inn Hamada eki Kita guchi,Shimane,749.0,10,27,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17328.0
M's Hotel Kyoto Station Kizuya,Kyoto,961.0,12,8,12,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23060.0
Shimane Hamada Washington Hotel Plaza,Shimane,600.0,12,8,12,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18329.0
Hotel Sunriver Shimanto,Kochi,584.0,10,27,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20922.0
Hotel SUI Kyoto Kiyomizu,Kyoto,1247.0,11,3,11,8,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,42636.0
Awone Shirakami Juniko,Aomori,96.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67940.0
Toyoko Inn Ichinoseki Ekimae,Iwate,773.0,11,10,11,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18848.0
Framboise KYOTO Hotel de charme,Kyoto,1781.0,10,6,10,11,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30417.0
Ryukyu Hotel & Resort Nashiro Beach,Okinawa,1061.0,11,10,11,15,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,47291.0
郷音 ～G.O.A.T～,Yamanashi,25.0,11,10,11,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36212.0
Sora Niwa Terrace Kyoto Bettei,Kyoto,422.0,11,10,11,15,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,162113.0
M's Hotel Gojo Odawara,Kyoto,992.0,10,6,10,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32831.0
Guest House Laule'a Tennoji,Osaka,1098.0,11,10,11,15,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,17197.0
MOGANA,Kyoto,697.0,10,6,10,11,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,135494.0
HOTEL M's EST KYOTO STATION SOUTH,Kyoto,2807.0,10,6,10,11,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29647.0
Minn Juso,Osaka,1518.0,11,10,11,15,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,19803.0
LOGINNtarassoログインタラソ沖永良部島,Kagoshima,18.0,10,6,10,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20459.0
Minn Kasai,Tokyo,2097.0,10,6,10,11,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,35047.0
Waqoo Shitaderamachi,Osaka,1495.0,11,10,11,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,47822.0
Hanaguri-しまなみ海道スマート旅館,Ehime,295.0,11,10,11,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15441.0
ORI Nipponbashi,Osaka,77.0,11,10,11,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,36731.0
M's Hotel Sanjo Wakoku,Kyoto,944.0,10,6,10,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39109.0
Nagoya Kanko Hotel,Aichi,1526.0,10,6,10,11,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,47213.0
Apartment Hotel 11 Namba,Osaka,2243.0,11,10,11,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,65999.0
Stay SAKURA Kyoto Matsuri,Kyoto,1145.0,12,29,1,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48443.0
KOKO HOTEL Ginza-1chome,Tokyo,4873.0,11,10,11,15,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,49829.0
Grand Prince Hotel Takanawa,Tokyo,3852.0,10,6,10,11,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,86170.0
HOTEL TOMOS ASAKUSA,Tokyo,548.0,10,6,10,11,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,36212.0
THE KITANO HOTEL TOKYO,Tokyo,643.0,12,1,12,6,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,134042.0
Iki Marina Hotel,Nagasaki,98.0,12,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22081.0
Toyoko Inn Osaka Hankyu Juso-eki Nishi-guchi No.2,Osaka,1894.0,10,13,10,18,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,19707.0
hotel miura kaen,Hokkaido,109.0,10,13,10,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33198.0
Hotel Lantana Naha Matsuyama,Okinawa,1179.0,11,17,11,22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16367.0
MONday Apart Premium Nihonbashi,Tokyo,966.0,12,1,12,6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,122099.0
Tokyu Stay Osaka Hommachi,Osaka,2219.0,12,1,12,6,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,35053.0
INA HOUSE Nijojo,Kyoto,1373.0,12,1,12,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43479.0
Hotel K6 Osaka Namba,Osaka,493.0,10,13,10,18,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,49604.0
EMIL NAKIJIN,Okinawa,102.0,11,17,11,22,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124352.0
Toyoko Inn Tsushima Izuhara,Nagasaki,451.0,10,13,10,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel Okhotsk Palace,Hokkaido,85.0,12,1,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20212.0
Hotel Wing International Izumi,Kagoshima,419.0,10,13,10,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18228.0
Comfort Inn Naha Tomari Port,Okinawa,1230.0,12,1,12,6,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18143.0
BESTIE by DOYANEN,Osaka,516.0,11,17,11,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14753.0
Ostay Kitahama Hotel Apartment,Osaka,782.0,10,13,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,38723.0
Hotel Avan Sukumo,Kochi,197.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14553.0
Hotel New Gaea Omuta Garden,Fukuoka,866.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19629.0
Daiwa Roynet Hotel Osaka-Kitahama,Osaka,1375.0,12,8,12,13,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,33271.0
APA Hotel Miyazaki Nobeoka Ekimae,Miyazaki,753.0,10,20,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18587.0
Hotel Mystays Nayoro,Hokkaido,250.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17564.0
JR Hotel Clement Uwajima,Ehime,543.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,27022.0
HOTEL CUORE Kyoto Shijo Omiya,Kyoto,789.0,12,8,12,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22665.0
Candeo Hotels Kyoto Karasuma Rokkaku,Kyoto,4308.0,12,8,12,13,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49085.0
hotel MONday Kyoto Karasuma Nijo,Kyoto,1153.0,12,8,12,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43312.0
Restaurant & Hotel Traumerei,Nagano,90.0,12,15,12,20,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,84848.0
Super Hotel Shikoku-chuo,Ehime,736.0,10,20,10,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17796.0
Richmond Hotel Morioka Ekimae,Iwate,2242.0,12,8,12,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23388.0
Gion Elite Terrace,Kyoto,1330.0,12,15,12,20,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,89712.0
Minn Akihabara,Tokyo,1207.0,12,8,12,13,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,68214.0
WELLSTAY Namba,Osaka,746.0,12,8,12,13,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,28662.0
Seiryu 通天閣,Osaka,811.0,10,20,10,25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,30520.0
Stay SAKURA Kyoto Nijo Rikyu,Kyoto,760.0,10,20,10,25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29657.0
SETOUCHI SUP RESORT - Ao -,Kagawa,496.0,10,20,10,25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84925.0
GEMS YUFUIN Hotel and Spa Cafe Bar,Oita,65.0,10,20,10,25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,93183.0
Value The Hotel Sendai Natori,Miyagi,1169.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16956.0
Centrair Hotel,Aichi,3152.0,12,1,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29681.0
Infinito Hotel and Spa,Wakayama,513.0,10,20,10,25,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,122987.0
ICI HOTEL Asakusabashi,Tokyo,3149.0,10,20,10,25,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,46072.0
Hotel Metropolitan Akita,Akita,1791.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25014.0
Apartment Hotel 11 Kuromon,Osaka,1394.0,11,3,11,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,46295.0
Hakodate-Onuma Prince Hotel,Hokkaido,534.0,11,3,11,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27218.0
Hotel Route Inn Ohi Takahama,Fukui,154.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36212.0
Hotel Roco Inn Okinawa,Okinawa,1009.0,11,3,11,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12970.0
Quintessa Hotel Sapporo Susukino,Hokkaido,2022.0,11,3,11,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49473.0
Sunrise Choshi,Chiba,954.0,11,3,11,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22196.0
ENOWA,Oita,54.0,10,20,10,25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,433581.0
